,Company Name,Job Title,Salaries Reported,Location,Salary,,,
1806,Glorious Insights,Data Analyst,3,New Delhi,61899,,,
1807,Yatra Online Pvt Ltd,Data Analyst,3,New Delhi,47054,,,
1808,Bain & Company,Data Analyst,3,New Delhi,91,,,
1809,NatWest Group,Data Analyst,3,New Delhi,369128,,,
1810,Stigasoft,Data Analyst,3,New Delhi,257972,,,
1811,Elucidata (MA),Data Analyst,3,New Delhi,1087991,,,
1812,Eko India Financial Services,Data Analyst,3,New Delhi,878372,,,
1813,Edulyt India,Data Analyst,3,New Delhi,28507,,,
1814,Moody's Analytics,Data Analyst,3,New Delhi,335520,,,
1815,Vidooly Media Tech,Data Analyst,3,New Delhi,432100,,,
1816,SupplyCopia,Data Analyst,3,New Delhi,275453,,,
1817,United Airlines,Data Analyst,3,New Delhi,880573,,,
1818,Elsevier,Data Analyst,3,New Delhi,80,,,
1819,Gauge Data Solutions,Data Analyst,3,New Delhi,1640740,,,
1820,Anonymous Content,Data Analyst,3,New Delhi,75,,,
1821,NextGen Invent,Data Analyst,3,New Delhi,40552,,,
1822,Quess,Data Analyst,3,New Delhi,299998,,,
1823,Upwork,Data Analyst,3,New Delhi,28233,,,
1824,Moody's Corporation,Data Analyst,3,New Delhi,544512,,,
1825,SIQES,Data Analyst,3,New Delhi,406845,,,
1826,Honeywell,Data Analyst,3,New Delhi,811344,,,
1827,First Student,Data Analyst,3,New Delhi,34532,,,
1828,Risk Management Solutions,Data Analyst,3,New Delhi,559952,,,
1829,First Student,Data Analyst,3,New Delhi,178,,,
1830,Microsoft,Data Analyst,2,New Delhi,744945,,,
1831,Adobe,Data Analyst,2,New Delhi,784769,,,
1832,McKinney and Company,Data Analyst,2,New Delhi,1239375,,,
1833,Freelancer,Data Analyst,2,New Delhi,57107,,,
1834,Snapdeal,Data Analyst,2,New Delhi,25417,,,
1835,ATS Services (India),Data Analyst,2,New Delhi,34370,,,
1836,Optum Global Solutions India,Data Analyst,2,New Delhi,81910,,,
1837,Adda 247,Data Analyst,2,New Delhi,10653,,,
1838,Google,Data Analyst,2,New Delhi,619354,,,
1839,ShipRocket,Data Analyst,2,New Delhi,27035,,,
1840,Grail Insights,Data Analyst,2,New Delhi,705817,,,
1841,Wunderman Thompson,Data Analyst,2,New Delhi,551148,,,
1842,Mastercard,Data Analyst,2,New Delhi,1471807,,,
1843,Niscom Tele Infra,Data Analyst,2,New Delhi,282369,,,
1844,Annalect,Data Analyst,2,New Delhi,563136,,,
1845,GroupM,Data Analyst,2,New Delhi,22274,,,
1846,StepOut Solutions,Data Analyst,2,New Delhi,59604,,,
1847,Zomato,Data Analyst,2,New Delhi,69495,,,
1848,Tata Consultancy Services,Data Analyst,2,New Delhi,33957,,,
1849,Polaris FT,Data Analyst,2,New Delhi,314698,,,
1850,Research & Ranking,Data Analyst,2,New Delhi,18335,,,
1851,Microtek International (India),Data Analyst,2,New Delhi,20811,,,
1852,Unyscape Infocom,Data Analyst,2,New Delhi,30846,,,
1853,Cians Analytics,Data Analyst,2,New Delhi,591053,,,
1854,AON,Data Analyst,2,New Delhi,198811,,,
1855,United Airlines,Data Analyst,2,New Delhi,26158,,,
1856,Xceedance,Data Analyst,2,New Delhi,27805,,,
1857,CBRE,Data Analyst,2,New Delhi,601343,,,
1858,Promien Services,Data Analyst,2,New Delhi,33111,,,
1859,Kantar,Data Analyst,2,New Delhi,419449,,,
1860,FN MathLogic Consulting Services,Data Analyst,2,New Delhi,668202,,,
1861,Maruti Suzuki,Data Analyst,2,New Delhi,982427,,,
1862,Loginworks,Data Analyst,2,New Delhi,21088,,,
1863,Acuity Knowledge Partners,Data Analyst,2,New Delhi,508899,,,
1864,PwC,Data Analyst,2,New Delhi,701723,,,
1865,Score Me,Data Analyst,2,New Delhi,22537,,,
1866,FIA Technology Services,Data Analyst,2,New Delhi,646107,,,
1867,Zenatix,Data Analyst,2,New Delhi,649352,,,
1868,Blackcoffer,Data Analyst,2,New Delhi,3084,,,
1869,Info Edge,Data Analyst,2,New Delhi,608075,,,
1870,HH Global,Data Analyst,2,New Delhi,704851,,,
1871,NetProphets Cyberworks,Data Analyst,2,New Delhi,382929,,,
1872,Cognizant Consulting,Data Analyst,2,New Delhi,383619,,,
1873,Willis Towers Watson,Data Analyst,2,New Delhi,49857,,,
1874,LIN SCAN,Data Analyst,2,New Delhi,585819,,,
1875,Tata Consultancy Services,Data Analyst,36,Mumbai,479071,,,
1876,eClerx,Data Analyst,26,Mumbai,226724,,,
1877,Accenture,Data Analyst,23,Mumbai,46,,,
1878,Morningstar,Data Analyst,22,Mumbai,364638,,,
1879,Cognizant Technology Solutions,Data Analyst,17,Mumbai,574259,,,
1880,Fresher,Data Analyst,11,Mumbai,33496,,,
1881,HERE Technologies,Data Analyst,11,Mumbai,237907,,,
1882,J.P. Morgan,Data Analyst,10,Mumbai,744516,,,
1883,Ugam,Data Analyst,10,Mumbai,301786,,,
1884,Cartesian Consulting,Data Analyst,10,Mumbai,530781,,,
1885,Experian,Data Analyst,9,Mumbai,716327,,,
1886,Cogencis Information Services,Data Analyst,9,Mumbai,147159,,,
1887,Media.net,Data Analyst,9,Mumbai,528453,,,
1888,Fractal,Data Analyst,8,Mumbai,728811,,,
1889,MSCI,Data Analyst,8,Mumbai,787161,,,
1890,Hansa Cequity,Data Analyst,8,Mumbai,483379,,,
1891,vPhrase,Data Analyst,8,Mumbai,465742,,,
1892,ABC,Data Analyst,7,Mumbai,496022,,,
1893,Citi,Data Analyst,6,Mumbai,1322737,,,
1894,Kantar,Data Analyst,6,Mumbai,412152,,,
1895,Magic9 Media Analytics,Data Analyst,6,Mumbai,496241,,,
1896,Travelex,Data Analyst,6,Mumbai,661760,,,
1897,Propellum Infotech,Data Analyst,6,Mumbai,448170,,,
1898,Deloitte,Data Analyst,5,Mumbai,744033,,,
1899,Google,Data Analyst,5,Mumbai,254901,,,
1900,Nailbiter,Data Analyst,5,Mumbai,320543,,,
1901,First Student,Data Analyst,5,Mumbai,366885,,,
1902,Jio,Data Analyst,5,Mumbai,682909,,,
1903,GEP,Data Analyst,4,Mumbai,444728,,,
1904,Decimal Point Analytics,Data Analyst,4,Mumbai,16537,,,
1905,Cogencis Information Services,Data Analyst,4,Mumbai,139396,,,
1906,Atos-Syntel,Data Analyst,4,Mumbai,317183,,,
1907,ICICI Bank,Data Analyst,4,Mumbai,39791,,,
1908,General Mills,Data Analyst,4,Mumbai,680000,,,
1909,Hudl,Data Analyst,4,Mumbai,26309,,,
1910,Axis Bank,Data Analyst,4,Mumbai,965889,,,
1911,First Student,Data Analyst,4,Mumbai,25618,,,
1912,DONE by NONE,Data Analyst,4,Mumbai,25515,,,
1913,AXIS MY INDIA,Data Analyst,3,Mumbai,374059,,,
1914,Piramal Enterprises,Data Analyst,3,Mumbai,1416324,,,
1915,Barclays,Data Analyst,3,Mumbai,1040054,,,
1916,Quantafic Business Solutions,Data Analyst,3,Mumbai,516690,,,
1917,IDFC First Bank,Data Analyst,3,Mumbai,1356593,,,
1918,FieldGlobal Market Research,Data Analyst,3,Mumbai,38510,,,
1919,LTI,Data Analyst,3,Mumbai,369531,,,
1920,TripStack,Data Analyst,3,Mumbai,53,,,
1921,Think Analytics,Data Analyst,3,Mumbai,35768,,,
1922,cross-tab marketing services pvt.,Data Analyst,3,Mumbai,25766,,,
1923,Microsoft,Data Analyst,2,Mumbai,875445,,,
1924,FedEx,Data Analyst,2,Mumbai,448911,,,
1925,WhiteHat Jr,Data Analyst,2,Mumbai,882573,,,
1926,eSense Learning Pvt,Data Analyst,2,Mumbai,430649,,,
1927,iAastha,Data Analyst,2,Mumbai,3278,,,
1928,Bahar Infotech,Data Analyst,2,Mumbai,15189,,,
1929,LTI,Data Analyst,2,Mumbai,21942,,,
1930,Bookmyshow,Data Analyst,2,Mumbai,556567,,,
1931,The Sparks Foundation,Data Analyst,2,Mumbai,25415,,,
1932,SAP,Data Analyst,2,Mumbai,37752,,,
1933,Viacom 18,Data Analyst,2,Mumbai,26912,,,
1934,Fresher,Data Analyst,2,Mumbai,22894,,,
1935,CRISIL,Data Analyst,2,Mumbai,15083,,,
1936,Rein Labs,Data Analyst,2,Mumbai,14471,,,
1937,Doxper,Data Analyst,2,Mumbai,581246,,,
1938,CMC,Data Analyst,2,Mumbai,15124,,,
1939,Experian,Data Analyst,2,Mumbai,232692,,,
1940,iKen Solutions,Data Analyst,2,Mumbai,1061000,,,
1941,Motilal Oswal Financial Services,Data Analyst,2,Mumbai,15624,,,
1942,EMPLOYERS,Data Analyst,2,Mumbai,429071,,,
1943,Hotstar,Data Analyst,2,Mumbai,1814306,,,
1944,TWGE Solutions,Data Analyst,2,Mumbai,25614,,,
1945,PwC,Data Analyst,2,Mumbai,52886,,,
1946,InSync Analytics,Data Analyst,2,Mumbai,17336,,,
1947,JustDial,Data Analyst,2,Mumbai,26842,,,
1948,Angel One,Data Analyst,2,Mumbai,47897,,,
1949,Mphasis,Data Analyst,2,Mumbai,386026,,,
1950,72 Dragons,Data Analyst,2,Mumbai,23043,,,
1951,Fresherworld.com,Data Analyst,2,Mumbai,18086,,,
1952,Jeet Techno Solutions,Data Analyst,2,Mumbai,36279,,,
1953,FedEx,Data Analyst,2,Mumbai,56352,,,
1954,CitiusTech,Data Analyst,2,Mumbai,584620,,,
1955,TransUnion,Data Analyst,2,Mumbai,24818,,,
1956,DXC Technology,Data Analyst,2,Mumbai,731418,,,
1957,PharmEasy,Data Analyst,2,Mumbai,73962,,,
1958,SMARTe,Data Analyst,2,Mumbai,271325,,,
1959,RedQuanta,Data Analyst,2,Mumbai,41851,,,
1960,Raam Group,Data Analyst,2,Mumbai,626664,,,
1961,CloudFronts Technologies,Data Analyst,2,Mumbai,74078,,,
1962,Piramal Enterprises,Data Analyst,2,Mumbai,106201,,,
1963,Amazon,Data Analyst,2,Mumbai,1002198,,,
1964,Aditya Birla Group,Data Analyst,2,Mumbai,63765,,,
1965,IIFL,Data Analyst,2,Mumbai,276376,,,
1966,Brandscapes Worldwide,Data Analyst,2,Mumbai,245202,,,
1967,Candere.com,Data Analyst,2,Mumbai,504107,,,
1968,Virtusa,Data Analyst,2,Mumbai,21273,,,
1969,OYO,Data Analyst,2,Mumbai,447676,,,
1970,Nielsen,Data Analyst,2,Mumbai,609381,,,
1971,QuantumLink,Data Analyst,2,Mumbai,28402,,,
1972,Alpha Alternatives,Data Analyst,2,Mumbai,15617,,,
1973,AIG,Data Analyst,2,Mumbai,1187386,,,
1974,Pragmatix,Data Analyst,2,Mumbai,687251,,,
1975,Vasta Global,Data Analyst,2,Mumbai,29580,,,
1976,Acuris Global,Data Analyst,2,Mumbai,12060,,,
1977,Quess,Data Analyst,2,Mumbai,36728,,,
1978,Credit Suisse,Data Analyst,2,Mumbai,105868,,,
1979,IBM,Data Analyst,2,Mumbai,998289,,,
1980,Sapio Analytics,Data Analyst,2,Mumbai,8062,,,
1981,First Student,Data Analyst,2,Mumbai,12555,,,
1982,Bloomberg L.P.,Data Analyst,2,Mumbai,139072,,,
1983,Oceanic Pharmachem,Data Analyst,2,Mumbai,79,,,
1984,SMEcorner,Data Analyst,2,Mumbai,511779,,,
1985,Reliance Industries,Data Analyst,2,Mumbai,35342,,,
1986,FSN Ecommerce Ventures,Data Analyst,2,Mumbai,1242641,,,
1987,Unilever,Data Analyst,1,Mumbai,53744,,,
1988,Microworld Technologies,Data Analyst,1,Mumbai,200977,,,
1989,Xerago,Data Analyst,1,Mumbai,11472,,,
1990,Ingenero,Data Analyst,1,Mumbai,555,,,
1991,DONE by NONE,Data Analyst,1,Mumbai,1,,,
1992,Ajay bharti,Data Analyst,1,Mumbai,401953,,,
1993,LatentView Analytics,Data Analyst,1,Mumbai,876909,,,
1994,Directi,Data Analyst,1,Mumbai,72,,,
1995,Airpay,Data Analyst,1,Mumbai,92,,,
1996,Rajuri Steels,Data Analyst,1,Mumbai,51,,,
1997,ANSHULTECH,Data Analyst,1,Mumbai,103166,,,
1998,Sparks,Data Analyst,1,Mumbai,12432,,,
1999,Novartis,Data Analyst,1,Mumbai,52060,,,
2000,niranjan shah,Data Analyst,1,Mumbai,309497,,,
2001,Wellthy Therapeutics,Data Analyst,1,Mumbai,435472,,,
2002,Max Fashions,Data Analyst,1,Mumbai,23715,,,
2003,20K Group,Data Analyst,1,Mumbai,42892,,,
2004,Xtel Communications,Data Analyst,1,Mumbai,122633,,,
2005,IRIS Business Services,Data Analyst,1,Mumbai,156442,,,
2006,NEC Software Solutions UK,Data Analyst,1,Mumbai,719,,,
2007,Blue Dart Express,Data Analyst,1,Mumbai,1296967,,,
2008,Fields Data,Data Analyst,1,Mumbai,151,,,
2009,Mira Knitting Works,Data Analyst,1,Mumbai,20147,,,
2010,HDFC Securities,Data Analyst,1,Mumbai,1336653,,,
2011,Greenlight Planet,Data Analyst,1,Mumbai,59,,,
2012,Blue Ocean,Data Analyst,1,Mumbai,12422,,,
2013,Edelweiss Tokio Life Insurance,Data Analyst,1,Mumbai,32941,,,
2014,Capital One,Data Analyst,1,Mumbai,33794,,,
2015,Nine A Business Connect,Data Analyst,1,Mumbai,34931,,,
2016,IBM,Data Engineer,46,Bangalore,816692,,,
2017,Tata Consultancy Services,Data Engineer,40,Bangalore,510646,,,
2018,LTI,Data Engineer,32,Bangalore,437609,,,
2019,DXC Technology,Data Engineer,22,Bangalore,626072,,,
2020,Amazon,Data Engineer,20,Bangalore,1430729,,,
2021,Fractal,Data Engineer,16,Bangalore,1097825,,,
2022,Quantiphi,Data Engineer,15,Bangalore,795550,,,
2023,Capgemini,Data Engineer,14,Bangalore,677369,,,
2024,Infosys,Data Engineer,14,Bangalore,598946,,,
2025,Target,Data Engineer,14,Bangalore,1198603,,,
2026,Mindtree,Data Engineer,13,Bangalore,52,,,
2027,Shell,Data Engineer,12,Bangalore,1541682,,,
2028,Hewlett Packard Enterprise | HPE,Data Engineer,11,Bangalore,568656,,,
2029,Wipro,Data Engineer,11,Bangalore,529773,,,
2030,GE Digital,Data Engineer,11,Bangalore,1274504,,,
2031,Cisco Systems,Data Engineer,10,Bangalore,1437808,,,
2032,BRIDGEi2i,Data Engineer,10,Bangalore,590352,,,
2033,Cognizant Technology Solutions,Data Engineer,8,Bangalore,567458,,,
2034,Fragma Data Systems,Data Engineer,7,Bangalore,458749,,,
2035,Altimetrik,Data Engineer,7,Bangalore,534757,,,
2036,Lumen,Data Engineer,6,Bangalore,694460,,,
2037,Visa Inc.,Data Engineer,6,Bangalore,1325345,,,
2038,Blackbuck Insights,Data Engineer,6,Bangalore,604706,,,
2039,Brillio,Data Engineer,6,Bangalore,514393,,,
2040,phData,Data Engineer,6,Bangalore,791256,,,
2041,Tech Mahindra,Data Engineer,6,Bangalore,544680,,,
2042,Hewlett-Packard,Data Engineer,6,Bangalore,586830,,,
2043,Capital One,Data Engineer,6,Bangalore,1648787,,,
2044,Mu Sigma,Data Engineer,5,Bangalore,786846,,,
2045,Honeywell,Data Engineer,5,Bangalore,854490,,,
2046,Futurense Technologies,Data Engineer,5,Bangalore,60,,,
2047,Neustar,Data Engineer,5,Bangalore,962755,,,
2048,Mercedes-Benz Research and Development India,Data Engineer,4,Bangalore,1159497,,,
2049,Société Générale,Data Engineer,4,Bangalore,860820,,,
2050,ABC,Data Engineer,4,Bangalore,1068485,,,
2051,Intuit,Data Engineer,4,Bangalore,2025552,,,
2052,Walmart,Data Engineer,4,Bangalore,2011380,,,
2053,ITTStar Consulting,Data Engineer,4,Bangalore,584254,,,
2054,Fidelity Investments,Data Engineer,4,Bangalore,1006527,,,
2055,Tribes.AI,Data Engineer,4,Bangalore,21083,,,
2056,Dell Technologies,Data Engineer,4,Bangalore,860699,,,
2057,Embibe,Data Engineer,4,Bangalore,1225041,,,
2058,Sigmoid,Data Engineer,4,Bangalore,1178751,,,
2059,Zeotap,Data Engineer,3,Bangalore,2166482,,,
2060,NTT DATA,Data Engineer,3,Bangalore,453157,,,
2061,Danske IT and Support Services,Data Engineer,3,Bangalore,471709,,,
2062,KPMG,Data Engineer,3,Bangalore,170,,,
2063,Indegene,Data Engineer,3,Bangalore,65,,,
2064,Pluto7,Data Engineer,3,Bangalore,860576,,,
2065,ExxonMobil,Data Engineer,3,Bangalore,1158850,,,
2066,Autodesk,Data Engineer,3,Bangalore,917,,,
2067,NatWest Group,Data Engineer,3,Bangalore,1863568,,,
2068,Flipkart,Data Engineer,3,Bangalore,966230,,,
2069,Tredence,Data Engineer,3,Bangalore,865117,,,
2070,HP Inc.,Data Engineer,3,Bangalore,870216,,,
2071,ITC Infotech,Data Engineer,3,Bangalore,1130119,,,
2072,Jio,Data Engineer,3,Bangalore,916251,,,
2073,Inference Labs,Data Engineer,2,Bangalore,707877,,,
2074,GlaxoSmithKline,Data Engineer,2,Bangalore,820984,,,
2075,Nones,Data Engineer,2,Bangalore,628661,,,
2076,Novotech,Data Engineer,2,Bangalore,97061,,,
2077,Legato Health Technologies,Data Engineer,2,Bangalore,721501,,,
2078,SAP,Data Engineer,2,Bangalore,1764290,,,
2079,NIKE,Data Engineer,2,Bangalore,1967502,,,
2080,AffinityAnswers,Data Engineer,2,Bangalore,735014,,,
2081,Ericsson IT Solutions & Services,Data Engineer,2,Bangalore,59018,,,
2082,Wells Fargo,Data Engineer,2,Bangalore,2336080,,,
2083,Luxoft,Data Engineer,2,Bangalore,1368953,,,
2084,LendingKart,Data Engineer,2,Bangalore,973293,,,
2085,Oracle,Data Engineer,2,Bangalore,1163867,,,
2086,Quaero,Data Engineer,2,Bangalore,541849,,,
2087,Aptus Data Labs,Data Engineer,2,Bangalore,625837,,,
2088,Baker Hughes,Data Engineer,2,Bangalore,1303425,,,
2089,nference,Data Engineer,2,Bangalore,890822,,,
2090,Brillo Technologies,Data Engineer,2,Bangalore,733602,,,
2091,Anonymous Content,Data Engineer,2,Bangalore,1538205,,,
2092,GE Healthcare,Data Engineer,2,Bangalore,549960,,,
2093,Ecolab Digital Center,Data Engineer,2,Bangalore,512250,,,
2094,Goibibo,Data Engineer,2,Bangalore,207541,,,
2095,Data Semantics,Data Engineer,2,Bangalore,624665,,,
2096,DataWeave,Data Engineer,2,Bangalore,24410,,,
2097,HashedIn by Deloitte,Data Engineer,2,Bangalore,25,,,
2098,Commonwealth Bank of Australia,Data Engineer,2,Bangalore,2250000,,,
2099,Razorthink,Data Engineer,2,Bangalore,974234,,,
2100,Servian,Data Engineer,2,Bangalore,954869,,,
2101,Siemens Healthineers,Data Engineer,2,Bangalore,1621262,,,
2102,Senvion,Data Engineer,2,Bangalore,938141,,,
2103,Quantiphi,Data Engineer,2,Bangalore,40610,,,
2104,MAERSK,Data Engineer,2,Bangalore,40147,,,
2105,Searce,Data Engineer,2,Bangalore,893330,,,
2106,Happiest Minds Technologies,Data Engineer,2,Bangalore,1276978,,,
2107,Nineleaps Technology Solutions,Data Engineer,2,Bangalore,666571,,,
2108,EY,Data Engineer,2,Bangalore,609565,,,
2109,Koch Industries,Data Engineer,2,Bangalore,109215,,,
2110,Kmart,Data Engineer,2,Bangalore,1058039,,,
2111,Moody's Analytics,Data Engineer,2,Bangalore,1147975,,,
2112,Rakuten,Data Engineer,2,Bangalore,852482,,,
2113,Wissen Infotech,Data Engineer,2,Bangalore,340078,,,
2114,Fabulyst,Data Engineer,2,Bangalore,112931,,,
2115,Publicis Sapient,Data Engineer,2,Bangalore,1654767,,,
2116,Cimpress,Data Engineer,2,Bangalore,1532784,,,
2117,Nabler Web Solutions,Data Engineer,2,Bangalore,620504,,,
2118,KreditBee,Data Engineer,2,Bangalore,1162739,,,
2119,BT,Data Engineer,2,Bangalore,1234705,,,
2120,EXL Service,Data Engineer,2,Bangalore,507137,,,
2121,Gojek,Data Engineer,2,Bangalore,164574,,,
2122,ConcertAI,Data Engineer,2,Bangalore,2647046,,,
2123,Google,Data Engineer,2,Bangalore,1044365,,,
2124,CrowdANALYTIX,Data Engineer,2,Bangalore,40738,,,
2125,Sigmoid,Data Engineer,2,Bangalore,56373,,,
2126,Optum,Data Engineer,2,Bangalore,1279052,,,
2127,Fractal,Data Engineer,1,Bangalore,534000,,,
2128,Daimler,Data Engineer,1,Bangalore,387,,,
2129,Oxigen,Data Engineer,1,Bangalore,82,,,
2130,ALL IT Services,Data Engineer,1,Bangalore,75366,,,
2131,GrayMatter Software Services,Data Engineer,1,Bangalore,1753818,,,
2132,Groupon,Data Engineer,1,Bangalore,1512273,,,
2133,Publicis Sapient,Data Engineer,1,Bangalore,2066758,,,
2134,ecoInsight,Data Engineer,1,Bangalore,26,,,
2135,KNOEMA,Data Engineer,1,Bangalore,182,,,
2136,CTS,Data Engineer,1,Bangalore,107488,,,
2137,Wobot,Data Engineer,1,Bangalore,18000,,,
2138,iQuanti,Data Engineer,1,Bangalore,498719,,,
2139,Eli Lilly and Company,Data Engineer,1,Bangalore,60,,,
2140,Savit Interactive,Data Engineer,1,Bangalore,2558957,,,
2141,V2soft,Data Engineer,1,Bangalore,1359901,,,
2142,Fabulyst,Data Engineer,1,Bangalore,26849,,,
2143,Hashworks,Data Engineer,1,Bangalore,455844,,,
2144,Mobiotics,Data Engineer,1,Bangalore,876076,,,
2145,Quantela,Data Engineer,1,Bangalore,43256,,,
2146,Cheeburger Cheeburger,Data Engineer,1,Bangalore,1969992,,,
2147,Champion InfoMetrics,Data Engineer,1,Bangalore,755066,,,
2148,TCS,Data Engineer,1,Bangalore,520000,,,
2149,yellow.ai,Data Engineer,1,Bangalore,63,,,
2150,KBC Professional,Data Engineer,1,Bangalore,855200,,,
2151,[24]7.ai,Data Engineer,1,Bangalore,897431,,,
2152,Okkular,Data Engineer,1,Bangalore,15475,,,
2153,Logipro Software,Data Engineer,1,Bangalore,209648,,,
2154,NeoGrowth Credit,Data Engineer,1,Bangalore,1952023,,,
2155,Tata Consultancy Services,Data Engineer,21,Pune,439213,,,
2156,LTI,Data Engineer,16,Pune,522539,,,
2157,Accenture,Data Engineer,11,Pune,683642,,,
2158,Innoplexus,Data Engineer,6,Pune,1013717,,,
2159,Infosys,Data Engineer,6,Pune,446476,,,
2160,Schlumberger,Data Engineer,6,Pune,672465,,,
2161,Bajaj Finance,Data Engineer,5,Pune,624033,,,
2162,Cognizant Technology Solutions,Data Engineer,5,Pune,511122,,,
2163,MAERSK,Data Engineer,4,Pune,800848,,,
2164,Wipro Technologies,Data Engineer,4,Pune,476563,,,
2165,Clairvoyant,Data Engineer,3,Pune,46933,,,
2166,Wipro,Data Engineer,3,Pune,471463,,,
2167,Barclays,Data Engineer,3,Pune,145,,,
2168,Bitwise,Data Engineer,3,Pune,490577,,,
2169,Capgemini,Data Engineer,3,Pune,1289572,,,
2170,SG Analytics,Data Engineer,3,Pune,788964,,,
2171,Saama Technologies,Data Engineer,3,Pune,656134,,,
2172,ThinkBumblebee Analytics,Data Engineer,2,Pune,1556162,,,
2173,Xoriant,Data Engineer,2,Pune,1328444,,,
2174,Turtlemint,Data Engineer,2,Pune,1277470,,,
2175,vCreaTek,Data Engineer,2,Pune,510826,,,
2176,Mastercard,Data Engineer,2,Pune,77025,,,
2177,IBM,Data Engineer,2,Pune,589439,,,
2178,Birlasoft,Data Engineer,2,Pune,2002418,,,
2179,Softech Solutions (India),Data Engineer,2,Pune,477369,,,
2180,T-Systems,Data Engineer,2,Pune,1572029,,,
2181,Neal Analytics,Data Engineer,2,Pune,685014,,,
2182,Globant,Data Engineer,2,Pune,3556740,,,
2183,Atos-Syntel,Data Engineer,2,Pune,438469,,,
2184,Hashmap,Data Engineer,2,Pune,1682089,,,
2185,Red Hat,Data Engineer,2,Pune,996481,,,
2186,Atlas Copco,Data Engineer,2,Pune,873885,,,
2187,Mastercard,Data Engineer,2,Pune,1499338,,,
2188,Bitwise Solutions (India),Data Engineer,2,Pune,480814,,,
2189,Michelin,Data Engineer,2,Pune,73384,,,
2190,NCSA Next College Student Athlete,Data Engineer,1,Pune,309497,,,
2191,Tata Consultancy Services (North America),Data Engineer,1,Pune,828729,,,
2192,Truso (India),Data Engineer,1,Pune,14180,,,
2193,Sakshi Softech,Data Engineer,1,Pune,19348,,,
2194,Centium Consulting,Data Engineer,1,Pune,382787,,,
2195,XOYAL,Data Engineer,1,Pune,1998913,,,
2196,CloudCover,Data Engineer,1,Pune,160000,,,
2197,akash jha,Data Engineer,1,Pune,1003672,,,
2198,MediaAgility,Data Engineer,1,Pune,28137,,,
2199,UnitForce Technologies Consulting Pvt,Data Engineer,1,Pune,118237,,,
2200,Avanturian,Data Engineer,1,Pune,92,,,
2201,Synechron,Data Engineer,1,Pune,2175981,,,
2202,Avegen,Data Engineer,1,Pune,100733,,,
2203,ZS Associates,Data Engineer,1,Pune,1650000,,,
2204,RONA,Data Engineer,1,Pune,132868,,,
2205,Zalando,Data Engineer,1,Pune,45024,,,
2206,Reomnify,Data Engineer,1,Pune,343962,,,
2207,iLink-Systems,Data Engineer,1,Pune,25,,,
2208,FIGmd,Data Engineer,1,Pune,395258,,,
2209,E2open,Data Engineer,1,Pune,9,,,
2210,Provakil Technologies,Data Engineer,1,Pune,410185,,,
2211,TCS Education,Data Engineer,1,Pune,26070,,,
2212,Rudder Analytics,Data Engineer,1,Pune,827360,,,
2213,R.S. Consultants,Data Engineer,1,Pune,2816193,,,
2214,TomTom,Data Engineer,1,Pune,57702,,,
2215,,Data Engineer,1,Pune,2620604,,,
2216,XYZ,Data Engineer,1,Pune,170,,,
2217,UBS,Data Engineer,1,Pune,1153066,,,
2218,Tableau Software,Data Engineer,1,Pune,2485970,,,
2219,Credit Suisse,Data Engineer,1,Pune,1083241,,,
2220,BNT SOFT,Data Engineer,1,Pune,15837,,,
2221,Navyug Infosolutions,Data Engineer,1,Pune,822870,,,
2222,HCL Technologies,Data Engineer,1,Pune,3014651,,,
2223,Mobile Premier League,Data Engineer,1,Pune,816,,,
2224,Evolent Health,Data Engineer,1,Pune,850000,,,
2225,TEKsystems,Data Engineer,1,Pune,2719803,,,
2226,NTT DATA,Data Engineer,1,Pune,460764,,,
2227,DC,Data Engineer,1,Pune,361080,,,
2228,Tech Mahindra,Data Engineer,1,Pune,75673,,,
2229,Reflexis Systems,Data Engineer,1,Pune,847371,,,
2230,Sears IT & Management Services India,Data Engineer,1,Pune,886611,,,
2231,Smith & Nephew,Data Engineer,1,Pune,2266502,,,
2232,Alphonso Global Solutions,Data Engineer,1,Pune,258900,,,
2233,Bshshs,Data Engineer,1,Pune,68136,,,
2234,STL - Sterlite Technologies Limited,Data Engineer,1,Pune,146754,,,
2235,Abzooba,Data Engineer,1,Pune,1761151,,,
2236,Centre for Development of Advanced Computing,Data Engineer,1,Pune,474218,,,
2237,Datametica,Data Engineer,1,Pune,1015458,,,
2238,ITVersity,Data Engineer,1,Pune,81448,,,
2239,We Want Any Car,Data Engineer,1,Pune,62,,,
2240,LTI Senior,Data Engineer,16,Pune,796277,,,
2241,Exadatum Big,Data Engineer,15,Pune,797112,,,
2242,Datametica Big,Data Engineer,8,Pune,532946,,,
2243,Tata Consultancy Services Big,Data Engineer,6,Pune,614349,,,
2244,Amazon,Data Engineer,31,Hyderabad,1296048,,,
2245,Tata Consultancy Services,Data Engineer,27,Hyderabad,15,,,
2246,SpringML,Data Engineer,10,Hyderabad,838568,,,
2247,Cognizant Technology Solutions,Data Engineer,8,Hyderabad,613915,,,
2248,Amazon,Data Engineer,7,Hyderabad,24868,,,
2249,DBS Bank,Data Engineer,7,Hyderabad,1161382,,,
2250,Legato Health Technologies,Data Engineer,6,Hyderabad,904145,,,
2251,UnitedHealth Group,Data Engineer,4,Hyderabad,1083545,,,
2252,GATHI ANALYTICS,Data Engineer,3,Hyderabad,954842,,,
2253,Novartis,Data Engineer,3,Hyderabad,716215,,,
